ID,YEAR,Volume,Lote,Operacion,Unidad,EL.,Investigator,Fecha,Class,Category,Genus,Species,Name,CF,R_El,R_info,Side,"Completeness (0=frag, 1=complete)",R_Portion,Fragmentation,NISP,MNE,Estimate AGE,Fusion/wear,Proximal,Shaft,Distal,Taphonomy,Photographed,Bird to confirm ID,Additional analysis,Quality of heat/fire exposure,# Charred,# Heat exposed,Carnivore,Rodent,Worked,Butchery,Weathering,Other,Calcined,Measurements,Location of measurement,Portion,Element info,Comments,R_El/Portion/Element info/Comments
1291,2017,,101,17,J22,,DHS,22_VII_13,Mammal,Leporidae,Sylvilagus,sp.,Cottontail,#N/A,Mt,V,L,0.4,3-Proximal and shaft,4,1,,,,FU,PR,ND,,,,,,0,,,,,,,,,4.7,W,3-Proximal and shaft,V,,Mt/3-Proximal and shaft/V/
1292,2017,,101,17,J22,,DHS,22_VII_13,Bird,Anseriformes,Anatidae,,Waterfowl,#N/A,Tarsometatarsus,,R,0.7,6- whole lenght/size but still broken,4,1,,adult,,,,,"some sort of surface/chemical change of bone, whitish with dark/black but don’t think it is burnt",,,,,0,,,,,,*,,,33.1x8.1,"L (estimate, difficult to refit), W",6- whole lenght/size but still broken,,,Tarsometatarsus/6- whole lenght/size but still broken//
1293,2017,,101,17,J22,,DHS,22_VII_13,Bird,Anseriformes,Anatidae,,Waterfowl,#N/A,Ulna,,R,0.8,4-Distal and shaft,4,1,,adult,,,,,,,,,,0,,,,,,,,,8.6x8.4,distal WxD,4-Distal and shaft,,,Ulna/4-Distal and shaft//
1294,2017,,101,17,J22,,DHS,22_VII_13,Mammal,General,medium,,medium mammal,#N/A,Caudal,,,0.9,,4,1,,,,FU,PR,FU,,,,,,0,,,,,,,,,18x7.4,LxmaxW,,,likely dog,Caudal///likely dog
1295,2017,,101,17,J22,,DHS,22_VII_13,Mammal,General,medium,,medium mammal,#N/A,femur,,,0.2,5-Shaft only,3,1,,,,,,,,,,,9,1,,,,,,,,,,,5-Shaft only,,"frag of shaft, very straight and round, very similar to fox, but a little bit rounder","femur/5-Shaft only//frag of shaft, very straight and round, very similar to fox, but a little bit rounder"
1296,2017,,101,17,J22,,DHS,22_VII_13,Bird,General,,,Bird,#N/A,tibiotarsus,,R,0.3,5-Shaft only,2,1,,,,,,,,Phone 4_VIII_17,,,,0,,,,2,,,,,,,5-Shaft only,shaft,"looks like it could be sawn at on end and a hole drilled in one side, but not right through both sides of the shaft. Also likely smoothed down to remove fibula crest","tibiotarsus/5-Shaft only/shaft/looks like it could be sawn at on end and a hole drilled in one side, but not right through both sides of the shaft. Also likely smoothed down to remove fibula crest"
1297,2017,,101,17,J22,,DHS,22_VII_13,Mammal,General,large,,large mammal,#N/A,shaft ,Frags,,0,5-Shaft only,2,2,,,,,,,"some sort of surface/chemical change of bone, whitish with dark/black but don’t think it is burnt",,,,,0,,,,,,*,,,,,5-Shaft only,frag,,shaft /5-Shaft only/frag/
1298,2017,,101,17,J22,,DHS,22_VII_13,Mammal,General,medium-large,,medium-large mammal,#N/A,shaft ,Frags,,0,5-Shaft only,2,2,,,,,,,,,,,,0,,,,,,,,,,,5-Shaft only,frag,,shaft /5-Shaft only/frag/
1299,2017,,101,17,J22,,DHS,22_VII_13,Mammal,General,medium-large,,medium-large mammal,#N/A,frag,,,0,,5,5,,,,,,,"3 curnt3, 2 burnt4",,,,*,5,,,,,,,,,,,,,,frag///
1300,2017,,101,17,J22,,DHS,22_VII_13,Mammal,General,medium-large,,medium-large mammal,#N/A,frag,,,0,,5,4,,,,,,,,,,,,0,,,,,,,,,,,,,,frag///
1301,2017,,101,17,J22,,DHS,22_VII_13,Mammal,Human,,,Human,#N/A,,,,,,,3,,,,,,,,,,,,0,,,,,,,,,,,,,"at least two, likely three events due to differences in surface treatment of bones, like the rest of the bones in this bag. ","///at least two, likely three events due to differences in surface treatment of bones, like the rest of the bones in this bag. "
1302,2017,,104,17,J21,,KGH,23_VII_13,Mammal,Carnivora,Canis,familiaris ,Dog,#N/A,Ph 1,,,1,,,1,,,,,,,,,,,,0,,,,,,,,,,,,,one of the inner two,Ph 1///one of the inner two
1303,2017,,104,17,J21,,KGH,23_VII_13,Fish,,,,ND fish,#N/A,frag,,,0,,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,frag///
1304,2017,,104,17,J21,,KGH,23_VII_13,Mammal,General,medium-large,,medium-large mammal,#N/A,frag,,,0,,3,1,,,,,,,,,,,,0,,,,,,,,,,,,,likely rib frag,frag///likely rib frag
1305,2017,,104,17,J21,,KGH,23_VII_13,Mammal,Human,,,Human,#N/A,,,,0,,,30,,,,,,,,,,,,0,,,,,,,,,,,,,"highly fragmented, incomplete person. ","///highly fragmented, incomplete person. "
1306,2017,,106,17,K20,,DHS,23_VII_13,Bird,General,,,Bird,#N/A,ulna,,R,0.6,5-Shaft only,,1,,,,,,,,,,,,0,,,,,,,,,,,5-Shaft only,shaft,song bird size,ulna/5-Shaft only/shaft/song bird size
1307,2017,,106,17,K20,,DHS,23_VII_13,Bird,General,,,Bird,#N/A,vert ND,,,1,,,1,,,,,,,,,,,,0,,,,,,,,,17.22x11.26,LxW,,,"smaller than chicken, but fairly large. So maybe duck","vert ND///smaller than chicken, but fairly large. So maybe duck"
1308,2017,,106,17,K20,,DHS,23_VII_13,Shell,Shell,,,Shell,#N/A,shell,,,0,,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,shell///
1309,2017,,106,17,K20,,DHS,23_VII_13,Mammal,General,medium-large,,medium-large mammal,#N/A,needle,Needle,,0.6,5-Shaft only,3,1,,,,,,,,,,,,0,,,,,,,,,37.8x2.2,Lxmax W,5-Shaft only,Needle,"shaft frag, partial eye visible","needle/5-Shaft only/Needle/shaft frag, partial eye visible"
1310,2017,,106,17,K20,,DHS,23_VII_13,Mammal,General,medium,,medium mammal,#N/A,Thoracic,,,0.7,,?,1,,,,FU,PR,FU,,,,,4,1,,,,,,,,,14.1,L body,,body,,Thoracic//body/
1311,2017,,106,17,K20,,DHS,23_VII_13,Mammal,General,medium-large,,medium-large mammal,#N/A,shaft,Frags,,0,,5,3,,,,,,,,,,,,0,,,,,,,,,,,,frag,,shaft//frag/
1312,2017,,106,17,K20,,DHS,23_VII_13,Mammal,General,medium-large,,medium-large mammal,#N/A,shaft,Frags,,0,,1,1,,,,,,,,,,,,0,,,,,,,,,,,,frag,small fragment of bone shaft but worked smooth and to a wide point at one end,shaft//frag/small fragment of bone shaft but worked smooth and to a wide point at one end
1313,2017,,106,17,K20,,DHS,23_VII_13,Mammal,Human,,,Human,#N/A,,,,,,,50,,,,,,,,,,,,0,,,,,,,,,,,,,,///
1314,2017,,119,17,K20,,AGMR/HGH,24_VII_13,Bird,Anseriformes,Anatidae,,Waterfowl,#N/A,Mandible,,L,0.8,5-Shaft only,,1,,,,,,,,,,,,0,,,,,,,,,,,5-Shaft only,posterior,almost all of the posterior part of the two part mandible,Mandible/5-Shaft only/posterior/almost all of the posterior part of the two part mandible
1315,2017,,119,17,K20,,AGMR/HGH,24_VII_13,Bird,Galliformes,Colinus,virginianus,Northern bobwhite,#N/A,Sternum,-,,0.7,8- pieces grouped together ,4,2,,,,,,,,,,,,0,,,,,,,,,9.8,W of coracoid facet,8- pieces grouped together ,anterior and posterior,"anterior and posterior portion, missing middle part","Sternum/8- pieces grouped together /anterior and posterior/anterior and posterior portion, missing middle part"
1316,2017,,119,17,K20,,AGMR/HGH,24_VII_13,Mammal,Carnivora,Canis,familiaris ,Dog,#N/A,Mandible,,R,0.1,Posterior,2,1,,,,,,,,,,,4,1,,,,,,,,,16.4,W condyle,Posterior,posterior,mandibular condyle and angular process,Mandible/Posterior/posterior/mandibular condyle and angular process
1317,2017,,119,17,K20,,AGMR/HGH,24_VII_13,Mammal,General,medium,,medium mammal,#N/A,Rib,,L,0.4,4-Distal and shaft,3,1,,,,FU,,,,,,,4,1,,,,,,,,,,,4-Distal and shaft,head and shaft,probabl dog,Rib/4-Distal and shaft/head and shaft/probabl dog
1318,2017,,119,17,K20,,AGMR/HGH,24_VII_13,Mammal,General,medium-large,,medium-large mammal,#N/A,Rib,,,0,5-Shaft only,,1,,,,,,,,,,,,0,,,,,,,,,,,5-Shaft only,shaft frag,looks possible cut with some small cut or scrape marks on the side. ,Rib/5-Shaft only/shaft frag/looks possible cut with some small cut or scrape marks on the side. 
1319,2017,,119,17,K20,,AGMR/HGH,24_VII_13,Mammal,General,medium-large,,medium-large mammal,#N/A,frag,,,0,,2,1,,,,,,,,,,,,0,,,,,,,,,,,,,,frag///
1320,2017,,119,17,K20,,AGMR/HGH,24_VII_13,Mammal,Human,,,Human,#N/A,,,,,,,2,,,,,,,,,,,,0,,,,,,,,,,,,,,///
1321,2017,,100,17,I22,,DHS,22_VII_13,Mammal,General,medium,,medium mammal,#N/A,Rib,,,0.4,4-Distal and shaft,3,1,,,,UN,,,,,,,,0,,,,,,,,,,,4-Distal and shaft,head and shaft,prob. Dog,Rib/4-Distal and shaft/head and shaft/prob. Dog
1322,2017,,100,17,I22,,DHS,22_VII_13,Mammal,General,medium-large,,medium-large mammal,#N/A,frag,,,0,8- pieces grouped together ,5,3,,,,,,,1 slightly burnt 9,,,,9,1,,,,,,,,,,,8- pieces grouped together ,,,frag/8- pieces grouped together //
1323,2017,,100,17,I22,,DHS,22_VII_13,Mammal,Human,,,Human,#N/A,,,,,,,6,,,,,,,,,,,,0,,,,,,,,,,,,,,///
1324,2017,,119,17,K20,,AGMR/HGH,24_VII_13,Mammal,Artiodactyla,Odocoileus,virginianus,White-tailed deer,#N/A,antler,-,,1,Base,,1,,young,,,,,,Phone 7_VIII_17,,,,0,,,,,,,,,"84.6, 21.2","L, W at base",,tine and base,"cut off at base, young","antler//tine and base/cut off at base, young"
1325,2017,,116,17,K20,,AGMR,23_VII_13,Mammal,General,large,,large mammal,#N/A,frag,,,0,,3,1,,,,,,,,,,,,0,,,,,,,,,,,,,poss. Frag of antler?,frag///poss. Frag of antler?
1326,2017,,116,17,K20,,AGMR,23_VII_13,Mammal,Human,,,Human,#N/A,,,,,,,5,,,,,,,,,,,,0,,,,,,,,,,,,,,///
1327,2017,,113,17,I20,,KGH/AGMR,23_VII_13,Mammal,General,small,,small mammal,#N/A,Thoracic,,,1,,,1,,young,,EL,PR,UN,,,,,,0,,,,,,,,,,,,,,Thoracic///
1328,2017,,113,17,I20,,KGH/AGMR,23_VII_13,Mammal,General,medium-large,,medium-large mammal,#N/A,shaft,Frags,,0,sliver,5,6,,,,,,,,,,,,0,,,,,,,,,,,sliver,frag,,shaft/sliver/frag/
1329,2017,,113,17,I20,,KGH/AGMR,23_VII_13,Unknown,,,,NID,#N/A,frag,,,0,,,4,,,,,,,,,,,,0,,,,,,,,,,,,,,frag///
1330,2017,,113,17,I20,,KGH/AGMR,23_VII_13,Mammal,Human,,,Human,#N/A,,,,,,,20,,,,,,,,,,,,0,,,,,,,,,,,,,,///
1331,2017,,109,17,J20,,KGH,23_VII_13,Mammal,,Mephitis,macroura,Hooded skunk,#N/A,ulna,,L,0.6,5-Shaft only,3,1,,,,FU,,,,Phone 8_VIII_17,,,,0,,,,,,,,,,,5-Shaft only,shaft and distal portion of trochlea notch,,ulna/5-Shaft only/shaft and distal portion of trochlea notch/
1332,2017,,109,17,J20,,KGH,23_VII_13,Mammal,,Mephitis,macroura,Hooded skunk,#N/A,radius,-,L,0.6,4-Distal and shaft,1,1,,,,,,FU,,Phone 8_VIII_17,,,,0,,,,,,,,,7.6,distal W,4-Distal and shaft,distal,,radius/4-Distal and shaft/distal/
1333,2017,,117,17,H20,,KGH,23_VII_13,Mammal,Leporidae,Lepus,sp.,Hare,#N/A,radius,-,L,0.4,3-Proximal and shaft,3,1,,,,FU,,,,,,,,0,,,,,,,,,8.6x6.4,prox. Wxd,3-Proximal and shaft,proximal,,radius/3-Proximal and shaft/proximal/
1334,2017,,117,17,H20,,KGH,23_VII_13,Bird,Anseriformes,Anatidae,,Waterfowl,#N/A,Mandible,,R,0.6,,,1,,,,,,,,,,,,0,,,,,,,,,,,,central portion,missing anterior portion,Mandible//central portion/missing anterior portion
1335,2017,,117,17,H20,,KGH,23_VII_13,Bird,Anseriformes,Anatidae,,Waterfowl,#N/A,Humerus,-,R,0.4,5-Shaft only,2,1,,,,,,,,,,,,0,,,,,,,,,,,5-Shaft only,distal shaft,distal shaft,Humerus/5-Shaft only/distal shaft/distal shaft
1336,2017,,117,17,H20,,KGH,23_VII_13,Mammal,Human,,,Human,#N/A,,,,,,,10,,,,,,,,,,,,0,,,,,,,,,,,,,,///
1337,2017,,102,17,K21,,DHS,22_VII_13,Mammal,Artiodactyla,Odocoileus,virginianus,White-tailed deer,#N/A,antler,-,,0,Tip,4,1,,,,,,,,,,,,0,,,,,,,,,,,,tip of tine,just the tip,antler//tip of tine/just the tip
1338,2017,,112,17,I21,,KGH,23_VII_13,Mammal,Leporidae,Lepus,sp.,Hare,#N/A,scapula,,R,0.1,,3,1,,,,,,,,,,,,0,,,,,,,,,,,,caudal border,,scapula//caudal border/
1339,2017,,112,17,I21,,KGH,23_VII_13,Bird,General,,,Bird,#N/A,frag,,,0,,3,1,,,,,,,,,,,,0,,,,,,,,,,,,,,frag///
1340,2017,,112,17,I21,,KGH,23_VII_13,Mammal,General,medium-large,,medium-large mammal,#N/A,shaft,Frags,,0,sliver,1,1,,,,,,,"small tool, shaft splinter worked to a small flat point",,,,9,1,,,,2,,,,,,,sliver,frag,,shaft/sliver/frag/
1341,2017,,112,17,I21,,KGH,23_VII_13,Mammal,General,medium-large,,medium-large mammal,#N/A,shaft,Frags,,0,sliver,3,2,,,,,,,"some form of erosion on the inside of the bone, not visible on the outside, maybe chemical?",,,,,0,,,,,,*,,,,,sliver,frag,,shaft/sliver/frag/
1342,2017,,112,17,I21,,KGH,23_VII_13,Mammal,General,medium-large,,medium-large mammal,#N/A,shaft,Frags,,0,sliver,8,3,,,,,,,,,,,,0,,,,,,,,,,,sliver,frag,,shaft/sliver/frag/
1343,2017,,112,17,I21,,KGH,23_VII_13,Mammal,General,,,mammal,#N/A,frag,,,0,,8,3,,,,,,,,,,,,0,,,,,,,,,,,,,,frag///
1344,2017,,112,17,I21,,KGH,23_VII_13,Mammal,Human,,,Human,#N/A,,,,,,2,,,,,,,,,,,,,0,,,,,,,,,,,,,,///
1345,2017,,104,17,J21,,DHS,24_VII_13,Mammal,General,,,mammal,#N/A,unknown,Frags,,?,,2,2,,,,,,,,,,,,0,,,,,,,,,,,,frag,"highly degraded, very small tight trabeculae so maybe very young, or possibly antler","unknown//frag/highly degraded, very small tight trabeculae so maybe very young, or possibly antler"
1346,2017,,104,17,J21,,DHS,24_VII_13,Mammal,Human,,,Human,#N/A,,,,,,,15,,,,,,,,,,,,0,,,,,,,,,,,,,,///
1347,2017,,115,17,J20,,AGMR/KGH,23_VII_13,Mammal,Human,,,Human,#N/A,,,,,,,6,,,,,,,,,,,,0,,,,,,,,,,,,,,///
1348,2017,,108,17,J20,,,,Mammal,General,medium,,medium mammal,#N/A,rib,,,0.5,3-Proximal and shaft,3,1,,,,,,,,,,,,0,,,,,,,,,,,3-Proximal and shaft,,"likely dog, one of the middle ribs","rib/3-Proximal and shaft//likely dog, one of the middle ribs"
1349,2017,,385,  ,N21,,DHS,29_V_14,Mammal,Artiodactyla,Mazama,sp.,Brocket deer,#N/A,Mc,-,R,0.2,2-Distal epiphysis,1,1,,,,FU,,,,Phone 8_VIII_17,,,,0,,,,,,,,,18.6x10.5,distal WxD,2-Distal epiphysis,distal,sawn off distal portion of metacarpal. ,Mc/2-Distal epiphysis/distal/sawn off distal portion of metacarpal. 
1350,2017,,385,18,N21,,DHS,29_V_14,Mammal,Leporidae,Sylvilagus,cunicularius,Mexican cottontail,#N/A,pelvis acetabulum,,L,0.8,,2,1,,,,FU,,,,,,,,0,,,,,,,,,9.2,W acetab,,,"central portion, missing frag from ischium and illum. ","pelvis acetabulum///central portion, missing frag from ischium and illum. "
1351,2017,,385,18,N21,,DHS,29_V_14,Mammal,General,large,,large mammal,#N/A,needle,Needle,,?,5-Shaft only,2,1,,,,,,,,,,,,0,,,,,,,,,3.5,W,5-Shaft only,Needle,"broken needle, v thick and groove carved down one side","needle/5-Shaft only/Needle/broken needle, v thick and groove carved down one side"
1352,2017,,385,18,N21,,DHS,29_V_14,Mammal,General,,,mammal,#N/A,frag,,,0,8- pieces grouped together ,5,3,,,,,,,,,,,,0,,,,,,,,,,,8- pieces grouped together ,,,frag/8- pieces grouped together //
1353,2017,,382,18,N23,,DHS,29_V_14,Mammal,Artiodactyla,Odocoileus,virginianus,White-tailed deer,#N/A,Ph 2,,LM/RL,1,, ,1,,,,FU,PR,FU,,,,,,0,,,,,,,,,"31.3, 10.7x14.5,12.9x17.6","L, distal wxd, proximal wxd",,,,Ph 2///
1354,2017,,382,18,N23,,DHS,29_V_14,Mammal,Carnivora,Canis,familiaris ,Dog,#N/A,Tth lw,I2,L,1,6- whole lenght/size but still broken,4,1,,,,,,,,,,,,0,,,,,,,,,"6.2, 4.5, 3.9","altura, ant-post, ancho",6- whole lenght/size but still broken,I2,note that shape is due to fracture not human manufacture,Tth lw/6- whole lenght/size but still broken/I2/note that shape is due to fracture not human manufacture
1355,2017,,382,18,N23,,DHS,29_V_14,Mammal,General,medium-large,,medium-large mammal,#N/A,shaft,Frags,,0,sliver,5,2,,,,,,,,,,,,0,,,,,,,,,,,sliver,frag,,shaft/sliver/frag/
1356,2017,,386,18,N22,,DHS,29_V_14,Mammal,Human,,,Human,#N/A,,,,,,,2,,,,,,,,,,,,0,,,,,,,,,,,,,,///
1357,2017,,381,18,N23,,DHS,29_V_14,Mammal,Leporidae,Leporidae,,Rabbit/hare,#N/A,Femur,,?,0,sliver,3,1,,,,,,,,,,,,0,,,,,,,,,,,sliver,shaft frag,,Femur/sliver/shaft frag/
1358,2017,,381,18,N23,,DHS,29_V_14,Mammal,General,small,,small mammal,#N/A,femur,,?,0,1-Proximal epiphysis,4,1,,,,UN,,,,,,,,0,,,,,,,,,,,1-Proximal epiphysis,head,"looks unfused, but recently seperated because clean","femur/1-Proximal epiphysis/head/looks unfused, but recently seperated because clean"
1359,2017,,381,18,N23,,DHS,29_V_14,Mammal,General,medium-large,,medium-large mammal,#N/A,shaft,Frags,,0,sliver,1,1,,,,,,,,,,,,0,,,,,,,,,,,sliver,frag,,shaft/sliver/frag/
1360,2017,,381,18,N23,,DHS,29_V_14,Mammal,General,,,mammal,#N/A,frag,,,0,,3,1,,,,,,,,,,,,0,,,,,,,,,,,,,,frag///
1361,2017,,381,18,N23,,DHS,29_V_14,Mammal,Human,,,Human,#N/A,,,,,,,6,,,,,,,,,,,,0,,,,,,,,,,,,,,///
1362,2017,,399,18,J24,,LH,30_V_14,Reptile,Testudine,Kinosternon,sp.,Mud turtle,#N/A,plastron,Scute,,0.6,,?,1,,young? small,,,,,,Phone 8_VIII_17,,,,0,6,,,,,,,,,,,hypo/hyoplastron/abdonimal,,plastron//hypo/hyoplastron/abdonimal/
1363,2017,,399,18,J24,,LH,30_V_14,Mammal,Human,,,Human,#N/A,shaft,Frags,,?,5-Shaft only,2,1,,,,,,,,,,,,0,,,,2,,,,,,,5-Shaft only,frag,"v thick, frag of human fibula? Possibly worked, quite degraded but quite rectangular","shaft/5-Shaft only/frag/v thick, frag of human fibula? Possibly worked, quite degraded but quite rectangular"
1364,2017,,399,18,J24,,LH,30_V_14,Mammal,Rodentia,small,,small rodent,#N/A,femur,,L,0.9,3-Proximal and shaft,,1,,young ,,FU,PR,UN,,,,,,0,,,,,,,,,,,3-Proximal and shaft,,,femur/3-Proximal and shaft//
1365,2017,,399,18,J24,,LH,30_V_14,Bird,General,,,Bird,#N/A,shaft,Frags,,0.7,5-Shaft only,3,1,,,,,,,,,,,9,1,,,,,,,,,,,5-Shaft only,frag,,shaft/5-Shaft only/frag/
1366,2017,,399,18,J24,,LH,30_V_14,Mammal,General,,,mammal,#N/A,frag,,,0,8- pieces grouped together ,5,5,,,,,,,,,,,,0,,,,,,,,,,,8- pieces grouped together ,,,frag/8- pieces grouped together //
1367,2017,,620,18,J20,,DMC,1_VII_14,Bird,Rallidae,Rallidae,,Rallidae,#N/A,Tibiotarsus,-,L,0.7,4-Distal and shaft,3,1,,,,,,,,Phone 9_VIII_17,,,,0,,,,,,,,,"59.11, 6.4","L from condyles to base of fibular crest, distal width (incomplete because slightly damaged, but most of the w is there)",4-Distal and shaft,distal,"distal and shaft up to a portion of fibula crest, long and narrow, very similar in shape to fulica, except narrower and taller. Also looks like larus, but matches fulica a little better in the size of the condyles. ","Tibiotarsus/4-Distal and shaft/distal/distal and shaft up to a portion of fibula crest, long and narrow, very similar in shape to fulica, except narrower and taller. Also looks like larus, but matches fulica a little better in the size of the condyles. "
1368,2017,,620,18,J20,,DMC,1_VII_14,Bird,Galliformes,Colinus,virginianus,Northern bobwhite,#N/A,Tarsometatarsus,,R,0.9,6- whole lenght/size but still broken,1,1,,,,,,,,,,,,0,,,,,,,,,28.9x6.1,"L (incomplete but only a little), distal W",6- whole lenght/size but still broken,,,Tarsometatarsus/6- whole lenght/size but still broken//
1369,2017,,620,18,J20,,DMC,1_VII_14,Bird,General,cf. Rallidae,,Bird,cf. Rallidae,Tibiotarsus,,R,0.5,5-Shaft only,1,1,,,,,,,,,,,7,1,,,,,,,,,,,5-Shaft only,shaft,"shaft looks identicle to rallidae tibiotarsus, but no diagnostic portions visible on shaft. ","Tibiotarsus/5-Shaft only/shaft/shaft looks identicle to rallidae tibiotarsus, but no diagnostic portions visible on shaft. "
1370,2017,,620,18,J20,,DMC,1_VII_14,Bird,Anseriformes,Anatidae,,Waterfowl,#N/A,Synsacrum,Multiple,R,0.6,,3,1,,,,,,,,,,,,0,,,,,,,,,,,,synsacrum and acetabulum of R pelvis,,Synsacrum//synsacrum and acetabulum of R pelvis/
1371,2017,,620,18,J20,,DMC,1_VII_14,Bird,Anseriformes,Anatidae,,Waterfowl,#N/A,Unla,,R,0.7,4-Distal and shaft,3,1,,,,,,,,,,,,0,,,,,,,,,,,4-Distal and shaft,shaft,small part of distal condyle and most of shaft,Unla/4-Distal and shaft/shaft/small part of distal condyle and most of shaft
1372,2017,,620,18,J20,,DMC,1_VII_14,Mammal,Carnivora,Canis,familiaris ,Dog,#N/A,Cranium,,R,0.1,,2,1,,,,,,,,,,,,0,,,,,,,,,,,,Multiple,"temporal and occipital fragment, including zygomatic process of temporal","Cranium//Multiple/temporal and occipital fragment, including zygomatic process of temporal"
1373,2017,,620,18,J20,,DMC,1_VII_14,Mammal,Artiodactyla,cf. Pecari,,cf. Peccary,cf. Pecari,Scapula,,?,0.1,,2,1,,,,,,,,Phone 9_VIII_17,,,,0,,,,,,,,,,,,cranial angle,"hard to tell for sure, looks closest to the ccranial andgle of a peccary scapula (from photos)","Scapula//cranial angle/hard to tell for sure, looks closest to the ccranial andgle of a peccary scapula (from photos)"
1374,2017,,620,18,J20,,DMC,1_VII_14,Mammal,Artiodactyla,Artiodactyla,,Artiodactyl,#N/A,Rib,,R,0.8,3-Proximal and shaft,3,1,,,,UN,PR,,,,,,,0,,,,,,,,,15.4,W across prox,3-Proximal and shaft,one of the first ribs,"kind of weird shape I havent seen before, deep fossa between articular facets ","Rib/3-Proximal and shaft/one of the first ribs/kind of weird shape I havent seen before, deep fossa between articular facets "
1375,2017,,620,18,J20,,DMC,1_VII_14,Mammal,Artiodactyla,Artiodactyla,,Artiodactyl,#N/A,Rib,,?,0.1,1-Proximal epiphysis,4,1,,,,UN,,,,,,,,0,,,,,,,,,15.6,W across prox,1-Proximal epiphysis,one of the first ribs,head frag,Rib/1-Proximal epiphysis/one of the first ribs/head frag
1376,2017,,620,18,J20,,DMC,1_VII_14,Mammal,Leporidae,Sylvilagus,cunicularius,Mexican cottontail,#N/A,Humerus,-,L,0.2,4-Distal and shaft,1,1,,,,,,FU,,,,,,0,,,,,,,,,10.8x7.3,WxDdistal,4-Distal and shaft,distal,,Humerus/4-Distal and shaft/distal/
1377,2017,,620,18,J20,,DMC,1_VII_14,Mammal,Leporidae,Leporidae,Sylvilagus cunicularius or Lepus sp. ,Rabbit/hare,#N/A,Premaxilla,Premaxilla,L,0.9,,,1,,,,,,,,,,,9,1,,,,,,,,,,,,Premaxilla,,Premaxilla//Premaxilla/
1378,2017,,620,18,J20,,DMC,1_VII_14,Mammal,Artiodactyla,Artiodactyla,,Artiodactyl,#N/A,Lumbar,,,0.8,,2,1,,,,UN,,UN,,,,,,0,,1,,,,,,,25.8,L of body,,,"small, young and chewed","Lumbar///small, young and chewed"
1379,2017,,620,18,J20,,DMC,1_VII_14,Mammal,General,small,,small mammal,#N/A,Cervical,,,1,,,1,,,,FU,,FU,,,,,,0,,,,,,,,,8.8,L of body,,,,Cervical///
1380,2017,,620,18,J20,,DMC,1_VII_14,Mammal,Artiodactyla,Artiodactyla,,Artiodactyl,#N/A,Tibia,,R,0,sliver,4,1,,,,,,,,,,,,0,,,,,,,,,,,sliver,lateral shaft frag,looks fairly small,Tibia/sliver/lateral shaft frag/looks fairly small
1381,2017,,620,18,J20,,DMC,1_VII_14,Mammal,Artiodactyla,Artiodactyla,,Artiodactyl,#N/A,Metacarpal,,,0,5-Shaft only,3,1,,,,,,,"I glued this with resistol in order to aid identification; one end of the shaft looks rounded as if it had been sawn off, hard to tell with the condition of the bon",Phone 10_VIII_17,,,6,1,,,,*,,,,,10.4,thickness/depth of the bone,5-Shaft only,shaft,"small, fits size of goat, maybe mazama","Metacarpal/5-Shaft only/shaft/small, fits size of goat, maybe mazama"
1382,2017,,620,18,J20,,DMC,1_VII_14,Mammal,General,medium,,medium mammal,#N/A,rib,,,0,8- pieces grouped together ,5,2,2,,,,,,one burnt 7,,,,7,1,,,,,,,,,,,8- pieces grouped together ,,two distinct ribs,rib/8- pieces grouped together //two distinct ribs
1383,2017,,620,18,J20,,DMC,1_VII_14,Mammal,General,medium-large,,medium-large mammal,#N/A,shaft,Frags,,0,sliver,5,3,,,,,,,"two burnt 7, one slightly chewed",,,,7,2,,*,,,,,,,,,sliver,frag,,shaft/sliver/frag/
1384,2017,,620,18,J20,,DMC,1_VII_14,Mammal,General,medium-large,,medium-large mammal,#N/A,frag,,,0,,5,3,,,,,,,one burnt 7,,,,7,1,,,,,,,,,,,,,,frag///
1385,2017,,622,18,J20,,DMC,1_VII_14,Mammal,Leporidae,Sylvilagus,floridanus,Eastern cottontail,#N/A,Cranium,,L,0.4,,2,1,,young,,UN,,,,,,,,0,,,,,,,,,,,,Multiple,"frontal, L temporal, L nasal; not really fragmented but seperated by unfused sutures;","Cranium//Multiple/frontal, L temporal, L nasal; not really fragmented but seperated by unfused sutures;"
1386,2017,,622,18,J20,,DMC,1_VII_14,Mammal,Leporidae,Sylvilagus,floridanus,Eastern cottontail,#N/A,Scapula,,L,0.8,2-Distal epiphysis,4,1,,,,FU,,,,,,,,0,,,,,,,,,"9.4x8.6, 7.3","WxH glenoid + coracoid, w glenoid only",2-Distal epiphysis,missing caudal angle,,Scapula/2-Distal epiphysis/missing caudal angle/
1387,2017,,622,18,J20,,DMC,1_VII_14,Bird,Galliformes,Colinus,virginianus,Northern bobwhite,#N/A,sternum,-,,0.2,Anterior,3,1,,,,,,,,,,,,0,,,,,,,,,,,1-Proximal epiphysis,anterior keel,two fossa below like previous one,sternum/1-Proximal epiphysis/anterior keel/two fossa below like previous one
1388,2017,,622,18,J20,,DMC,1_VII_14,Bird,Anseriformes,Anatidae,,Waterfowl,#N/A,Scapula,-,L,0.7,4-Distal and shaft,?,1,,,,,,,,,,,,0,,,,,,,,,,,4-Distal and shaft,distal,,Scapula/4-Distal and shaft/distal/
